Datetime,Text
2012-01-08 22:56:40+00:00,"@nelmapink Eu qm falo ², @wesley220294 fala ³ e @marcos_alves_f fala 4 kkkkk"
2012-01-08 22:48:44+00:00,@Renant29 @nelmapink @marcos_alves_f @wesley220294 kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
2012-01-08 22:46:40+00:00,@nelmapink @marcos_alves_f q miseravel o @wesley220294 ta apelando pro twitter do celular kkkkkkkkkkkkkkkkkkkkk ANIMAL
2012-01-08 22:43:49+00:00,@nelmapink @wesley220294 @marcos_alves_f kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk novo produto no mercado =D
2012-01-08 22:39:07+00:00,@Faster_W + @wesley220294 + @marcos_alves_f = FasWesCos @nelmapink kkkkkkkkkkkkkkkkkkkkkkk
2012-01-08 22:33:08+00:00,@wesley220294 @marcos_alves_f @Faster_W ( eu msm kk ) @nelmapink e também @KelmaFix kkkkkkkkkkkkkkkkkm*-*
2012-01-08 22:26:22+00:00,"@wesley220294 @marcos_alves_f @nelmapink Alias, ""Kelma"" kkkkkkkkkkkkkk ( piada interna xD )"
2012-01-08 22:25:49+00:00,"Agora estamos brigando eu, o @wesley220294 e o @marcos_alves_f pra falar com a @nelmapink kkkkkkkkkkkkkkk"
2012-01-08 22:11:29+00:00,@nelmapink @wesley220294 kkkkkkkkkkkkkkk estamos discutindo ateh para falar pelo twitter kkkkkkkkkkkkkk
2012-01-08 22:10:16+00:00,@nelma ping se acha
2012-01-08 19:55:33+00:00,"Aff n cheguei a tempo pra ir na igreja c o @Lukaz006, mals mlk fica pra proxima =)"
2012-01-08 19:10:30+00:00,@wesley220294 eae wesley! blz? kkkkkkkkkkkkkkk
2012-01-08 19:06:29+00:00,@wesley220294 ps: vc ta do meu lado aq kkkkkkkkkk
2012-01-08 19:05:48+00:00,@Wesley220294 Kkkkk ateh q nao mlk... e vc? torrou bastante no sol? kkkkkk
2012-01-08 03:02:52+00:00,#singout
2012-01-08 02:57:25+00:00,"@Taxinhaaa Nao... alias, ngm ouve msm kkkkkkkkkkk"
2012-01-08 02:54:32+00:00,Queria fazer algumas promessas pra esse ano... mas eu ja sei q n vou conseguir cumprir nenhuma kkkkkkkkk
2012-01-08 02:52:45+00:00,"@taxinhaaa Nossa e o @diinosaulo ainda participaria dessa tortura com o gilberto? Depois vc fala q gosta dele, imagina se odiasse kkkkkkkkk"
2012-01-08 02:43:14+00:00,"@ca_liima @ronykidd kkkkkkkkkkkkkkkkkkkkkkkkk ""O Rock tem Guitarra"" avah eh mesmo?? achei q tinha cavaco kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk boa"
2012-01-08 02:40:10+00:00,@Ronykidd q motorista burro eh esse q errou o trajeto? kkkkkkkkkkkkkkkkkkkkkkk
2012-01-08 02:39:15+00:00,@ronykidd vc por aq?? vai dormir seu viciado kkkkkkkkk
2012-01-08 02:38:05+00:00,"Mew vai ser meio tenso se todo dia desse ano tiver tts do tipo ""page 7 of 366"" kkkkkk"
2012-01-08 02:36:00+00:00,@nelmapink @renant29 @Ronykidd kkkkkkkk eh nois 66'
2012-01-08 02:35:13+00:00,@Renant29 aa man para c isso facebook eh dahora =)
2012-01-08 02:25:35+00:00,#ChegandoDoNada @Taxinhaaa Dias ouvindo o gilberto?? isso eh masoquismo sabia? kkkkkkkkkkk
2012-01-07 02:45:27+00:00,"Minha nota pra UFABC saiu 671,92 pelo enem... Será que passo?? #SISUdoMAL o;o"
2012-01-07 02:29:09+00:00,Q ODIO PQP
2012-01-07 02:12:52+00:00,TO com medo do meu msn... muito medo... eh sério O.O
2012-01-07 02:10:06+00:00,@Taxinhaaa @DiinoSaulo Hummmmm =)
2012-01-07 02:09:47+00:00,@crazyroslaine demoro! Letra engraçada?? rsrsrs
2012-01-07 02:00:11+00:00,@crazyroslaine semana q vem... vou voltar pra csa terça =)
2012-01-07 01:57:40+00:00,@Taxinhaaa @DiinoSaulo kkkkkkk mas n vou zoar vcs não (ainda!) kkkkkkkkk
2012-01-07 01:53:15+00:00,SISU SISU SISU SISU SISU SISU SISU SISU SISU SISU!!!!!
2012-01-07 01:52:37+00:00,@Taxinhaaa @DiinoSaulo Vcs tbm formam um casal bonito kkkkkkkkkkkkkkkk'
2012-01-07 01:50:08+00:00,@crazyroslaine Dependendo do solo sim =)
2012-01-07 01:49:37+00:00,Haha' ja sabia q minha net n ia durar 1 hr de pé '-'
2012-01-07 01:41:54+00:00,@crazyroslaine vc faz a base e eu faço um solo... aew a letra a gnt vê! Qro gravar alguma coisa logo kkk
2012-01-07 01:41:13+00:00,qm eh bob? O.o
2012-01-07 01:40:05+00:00,"@Taxinhaaa @DiinoSaulo @nelmapink kkkkkk legal xD, ja tão namorando?"
2012-01-07 01:37:56+00:00,"@crazyroslaine vamos compor uma música, preta? xD"
2012-01-07 01:36:42+00:00,"@taxinhaaa @Diinosaulo kkkkkkkkkkkkkkkkkkkkkk não, vira outro gás... NH3 eh fedorento d+++, qse matei a @nelmapink com isso kkkkkk"
2012-01-07 01:34:32+00:00,@crazyroslaine más noticias... n to achando aq ='l
2012-01-07 01:31:58+00:00,@crazyroslaine vdd vou procurar aq
2012-01-07 01:31:41+00:00,@Taxinhaaa O @DiinoSaulo Sofreu combustão instantânea e Explodiu =)
2012-01-07 01:29:51+00:00,@crazyroslaine preta!
2012-01-07 01:27:54+00:00,Ja cansei de olha a cara desse papai noel fora da época de natal... vou trocar '-'
2012-01-07 01:22:38+00:00,PQP minha guitarra n chegou hj .-.
2012-01-07 01:21:39+00:00,"@Taxinhaaa @kaarenpuente kkkkkkkkkkkkkkkkkkkk não... meu coração ja tem dona, e não eh a Alice kkkkkkkkkkkkkkk"
2012-01-07 01:15:07+00:00,@pitwolinha ah eh q as vezes fico sem ter o q falar rs
2012-01-07 01:13:48+00:00,@Taxinhaaa @kaarenpuente Cunhado pq?? Não vlw kkkkkkkkkkkkk
2012-01-07 01:10:46+00:00,#SlipknotBrazil2012 soh durou 5 min nas TTs... VOLTAAA #SlipknotBrazil2012 !!!
2012-01-07 01:09:58+00:00,@pitwolinha rsrs eu ja substitui o msn pelo twitter... e msm assim soh tenho 1.380 =-l
2012-01-07 01:08:01+00:00,@Taxinhaaa @kaarenpuente kkkkkkkkkkkkkk as piadas alheiras e aleatorias geralmente são as melhores xD
2012-01-07 01:04:54+00:00,Seguindo de volta @amanda250a (?)
2012-01-07 01:02:46+00:00,"@pitwolinha Desde agosto do ano passado, qdo começou o tecnico, ja q tinham mtos da sala q tem twitter... ai peguei vicio rs"
2012-01-07 01:00:39+00:00,@Taxinhaaa @Kaarenpuente kkkkkkkkkkkkk euri disso =D
2012-01-07 00:59:35+00:00,@pitwolinha kkkkkkkkkkkkkkkkkk eu ainda chego la xD. Vc tem twitter desde qdo?
2012-01-07 00:58:31+00:00,"@Renant29 @nelmapink kkkkkkkkkkkkkkkkkkkkkk eu sei ela falou, por isso fica ligero kkkkkkkk 66'"
2012-01-07 00:45:02+00:00,"OMG... eu feliz q tenho 1,300 tweets... e a @pitwolinha tem 13.429! eita vicio kkkkkkkkkkkk"
2012-01-07 00:42:38+00:00,Sabe aquela sensação de que tem um ninja te perseguindo? to c essa sensação agora O.o
2012-01-07 00:41:44+00:00,@Renant29 blz =)
2012-01-07 00:34:53+00:00,Conseguir... agora eh torcer pra que eu n tenha roubado um banco sem saber kkkkkk
2012-01-07 00:27:07+00:00,@Renant29 ei renan n tem pra amanha... soh pra terça a tarde... ta disponivel? =)
2012-01-07 00:26:40+00:00,"Acho q nem preciso ir na subprefeitura, to fazendo o BO pela net msm... será q funfa?"
2012-01-06 23:55:15+00:00,"FikaDika @Renant29, se fosse você não andava por perto do rio TIetê dhsaudhsauhdasudhuasd"
2012-01-06 23:53:24+00:00,#Eluveitie de novo *----*
2012-01-06 23:15:43+00:00,@Renant29 vou ligar jaja ia agendar pela net mas o site ta congestionado =(
2012-01-06 22:57:12+00:00,@Lukaz006 @Renant29 blz fechou! o/
2012-01-06 22:49:56+00:00,@Lukaz006 vc ainda n se alistou neh? bora alistar no msm dia?
2012-01-06 22:48:38+00:00,@Lukaz006 Esse mes ainda... depois q recuperar meu rg =)
2012-01-06 22:38:16+00:00,Hoje posso estar com os cartazes de procurado por ai por ter matado um presidente e nem estar sabendo disso #PerdiMeuRg -.-
2012-01-06 22:15:11+00:00,@Lukaz006 Com certeza!!! \m/
2012-01-06 22:10:21+00:00,@Renant29 opa demoro! Preciso recuperar meu rg q perdi e fzr o BO ainda '-'
2012-01-06 22:09:39+00:00,"@Lukaz006 ainda n sei, ele n chegou do trampo ainda... ateh meia noite ainda dou a resposta =)"
2012-01-06 22:09:04+00:00,@Lukaz006 Mto foda \m/ !!!
2012-01-06 22:03:46+00:00,@Renant29 tem moral d ir cmg amanha na subprefeitura e no poupatempo?
2012-01-06 21:48:55+00:00,@Renant29 ta ai?
2012-01-06 21:15:24+00:00,Folk Metal eh mto loko!!!
2012-01-06 21:15:10+00:00,"Inis Mona again, again, again and again *---*"
2012-01-06 20:17:33+00:00,Espero q minha guitarra saia do conserto amanhã... n aguento mais essa agonia '-'
2012-01-06 20:16:44+00:00,Parou de chover... pra mim tanto faz n vou sair do pc msm kkkkkkkkkkkkkkk
2012-01-06 19:50:42+00:00,5 horas seguidas jogando Dragon Age *-*
2012-01-06 04:26:36+00:00,@Lukaz006 blz o/
2012-01-06 04:20:28+00:00,@Lukaz006 @Renant29 kkkkkkkkkkkkkkkkkkkkkk
2012-01-06 04:20:04+00:00,"@Lukaz006 kkk eu sei! Por isso n quero perder =), vou tentar convencer meu pai amanha ae eu aviso aq no twitter se eu conseguir!"
2012-01-06 04:15:11+00:00,Haha' agora a net ta boa... eh hj q viro a noite!!
2012-01-06 04:10:24+00:00,@Lukaz006 Não sei mano... meu pai ta querendo ir na csa da minha avó em santos... to tentando convencer ele a ir dia 27 =/
2012-01-06 03:48:02+00:00,Acho q vou por um chibi como avatar '-'
2012-01-06 03:41:22+00:00,@Renant29 @Julianaavanti Vão dormir seus viciados kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
2012-01-06 03:34:34+00:00,Parei com o tumblr de vez... pqp q lixo
2012-01-06 03:28:28+00:00,Curtindo: Inis Mona - Eluveitie *----*
2012-01-06 03:14:07+00:00,@Renant29 neh... pelo menos substituiram pelo Medici xD
2012-01-06 03:11:15+00:00,Agora preciso de uma nova foto de perfil
2012-01-06 03:10:56+00:00,pena q a merda da speedy zero nos separa .-.
2012-01-06 03:10:36+00:00,"Fui dormir, mas não aguentei e tive que ver meu amor... COMPUTADOR te amooo kkkkkkkkkkkkkkkk"
2012-01-05 23:54:06+00:00,"Baixando o livro ""A Privataria Tucana"" antes que a net caia d novo '-'"
2012-01-05 23:19:27+00:00,#TuiteUmFilmeComBucetinha Mew Deus... Tenho cada vez mais vergonha de ser brasileiro... q porra de TT eh essa? .-.
2012-01-05 23:17:51+00:00,@nelmapink @natasha_alvees kkkkkkkkkkkkkk ta parei xD
2012-01-05 23:17:23+00:00,@RonyKidd Qto tempo man!!!!! Digamos há 1 semana kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
2012-01-05 21:37:32+00:00,Daqui a 5 min minha net cai... hj ela ta impossivel .-.
2012-01-05 21:36:52+00:00,"Seguindo @natasha_alvees, que teve a façanha de arranhar o pescoço da @nelmapink kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk"
2012-01-04 21:52:35+00:00,@Renant29 Manda um bjo pra @Julianaavanti ! E n vem q n tem q ngm passa em mim nao kkkkkkkkkkkkkkkkkk
2012-01-04 21:07:51+00:00,Que bosta de net '-'
2012-01-04 21:05:29+00:00,@Renant29 @julianaavanti eiii ngm vai passar em mim nao kkkkkkkkkkkkkkkkkkkkkkkkkkk
2012-01-04 12:40:27+00:00,"Isso gracas a aquela impressao que tive em que devia logo ""abandonar o navio"""
2012-01-04 12:31:30+00:00,Haha' me livrei de uma encrenca antes mesmo que ela acontecesse \o/
2012-01-04 12:24:29+00:00,"Tenho q tirar a reservista, renovar o RG, cadastrar o bilhete unico de novo e ainda ""reciclar"" minha carteira de trabalho... #QueSaco..."
2012-01-04 12:21:38+00:00,@Nelmapink @tainaa_borges @Renant29 como eh q eh a historia?? kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
2012-01-02 00:22:15+00:00,"Quando algo esta facil demais, sempre desconfie"
2012-01-02 00:18:37+00:00,Dia chato '-'
2012-01-01 18:15:09+00:00,"@beepontieri @taxinhaaa neh... tbm to c mta saudade do tecnico, mas tambem vou sentir saudades da boa vida das ferias kkkkkkk"
2012-01-01 18:08:30+00:00,@DiinoSaulo Kkkkkkkkkkkkk eu nao... pancadao eh para os fracos kkkkkkkkkkkkk
2012-01-01 18:07:05+00:00,@beepontieri @taxinhaaa OMG serio 25 desse mes????
2012-01-01 18:05:07+00:00,@DiinoSaulo Kkkkkkkkkkkkk neh aaquela praca tava lotada d+ apesar da chuva... soh dei uma passada por la mas nem fiquei p muito tempo xD
2012-01-01 18:03:14+00:00,@DiinoSaulo Nao kkkkkkkkkkk to c uma ressaca chata aq =/... e vc? passou sobrio?
2012-01-01 18:00:11+00:00,Nao sei o que ela deve estar sentindo... nao sei nem o que eu sinto =(
2012-01-01 17:59:01+00:00,@diinosaulo foi pra praca?
2012-01-01 17:57:59+00:00,"Logo no primeiro dia do ano o twitter esta desanimado... animo pessoal, o mundo nao acaba esse ano nao =)"
2012-01-01 14:37:30+00:00,Hj sim vou passar o dia jogando guitar hero o/
2012-01-01 10:01:36+00:00,Festa de virada de ano na csa do @lukaz006 foi mto loko!! dessa vez nem fiquei com sono nem bebi tanto haha'
2012-01-01 10:00:04+00:00,Novo ano pra comecar uma nova filosofia de vida!
2012-01-01 09:58:57+00:00,@diinosaulo @taxinhaaa @nelmapink @beepontieri @suuh_whit @clayton020 @samuninja @pitwolinha @_larigoncalves feliz ano novo *-*
2011-12-31 19:05:06+00:00,Encrenca O.o
2011-12-31 17:06:29+00:00,Nossa a net discada da tim eh pior q o speedy zero da telefonica '-'
2011-12-31 00:23:25+00:00,Pq as coisas tem q ser desse jeito??
2011-12-30 23:25:28+00:00,Nossa n tem uma cifra acustica da Bring Me To Life do Evanescence '-'
2011-12-30 23:00:25+00:00,Maldito Funk '-'
2011-12-30 22:26:43+00:00,Pq n consigo passar as fotos pro orkut mas consigo passar pro face? '-'
2011-12-30 21:36:18+00:00,Seguindo @_tainacarvalho =)
2011-12-30 21:29:58+00:00,@Renant29 Mais ou menos
2011-12-30 18:35:24+00:00,"Alias, hj tive a impressao de q alguma coisa esta errada... e isso n me sai da cabeca"
2011-12-30 18:28:56+00:00,Alias to eh c preguica d sair d csa =p
2011-12-30 18:28:17+00:00,Preguica d pegar minha guitarra na ct... vou acabar pegando ela soh no ano q vem msm .-.
2011-12-30 18:26:16+00:00,Ano novo promete!! Vou nem dormir hj pra ficar acordado na festa de ano novo o/
2011-12-30 01:31:38+00:00,Soh eu qm tenho o direito de sair sem dizer o horario q vou voltar #haha'
2011-12-30 01:30:33+00:00,Cade meus pais q n chegam em casa logo? estou preocupado
2011-12-30 01:28:45+00:00,@Julianaavanti Eu duvido '-'
2011-12-30 01:27:51+00:00,@nelmapink pod falar qdo quiser guria =)
2011-12-30 01:23:43+00:00,@pitwolinha @diinosaulo acredito eu q o Daniel deve ter descontado a pipeta que quebrei kkkkkkkkkkkkk
2011-12-30 01:21:54+00:00,@pitwolinha @Diinosaulo jaera... soh podia reclamar a nota ateh o dia 26 =/ mosquei legal
2011-12-30 01:12:34+00:00,@pitwolinha @diinosaulo kkkkkkkk vc eh nerd sim... e eu q tirei MB na prova do gilberto e fechei com B em TQE! =/
2011-12-29 22:50:26+00:00,Aeee passei a maldita musica do pokemon *-*
2011-12-29 22:45:19+00:00,"Se voce acha ela bonita por fora e feia por dentro, vire-a do avesso! #FraseDoGuitarHero haha'"
2011-12-29 22:10:10+00:00,@Renant29 Aham... historia nao tao longa vc ja sabe d 3/4 dela kkkkkkkkk
2011-12-29 21:03:50+00:00,Agora vou voltar pro meu guitar hero *-*
2011-12-29 20:10:10+00:00,"Role no shopping c o @Ronykidd, @renant29 e dahn cardoso foi mto lokoo o/"
2011-12-29 02:56:11+00:00,Apesar de nada ter dado certo tudo acabou dando certo =)
2011-12-29 02:51:46+00:00,Ri demais hj!! o seguranca deixou a gnt ficar mais de meia hora correndo pelo estacionamento do shopping com o carrinho de compras kkkkkkkkk
2011-12-29 02:45:34+00:00,TO MTO FELIZ HJ!!! @nelmapink vc eh demais vlw msm kkkkkkkkkkkkkkkkkk
2011-12-28 20:52:02+00:00,@nelmapink *-*
2011-12-28 20:49:53+00:00,"@Ronykidd ah, mlk, acho q sei d qm vc ta falando... depois t explico melhor mas ela falou q n vai pro nosso role nao xD"
2011-12-28 20:44:38+00:00,#Fui
2011-12-28 20:43:40+00:00,Sabia que arrumaria algo pra fzr antes q acabasse o dia... hora de seguir o conselho da @nelmapink O.O
2011-12-28 20:41:31+00:00,@Renant29 Kkkkkkkkkkk lembra ae xD
2011-12-28 20:23:09+00:00,18:18... e nda pra fzr .-.
2011-12-28 20:21:53+00:00,@renant29 uhum o/
2011-12-28 19:01:33+00:00,Sair ou nao sair de casa... eis a questao '-'
2011-12-28 18:00:26+00:00,Hj o dia ta chato '-'
2011-12-28 14:22:05+00:00,Acho q vou passar o dia td hj jogando guitar hero
2011-12-28 04:17:52+00:00,#singout o/
2011-12-28 04:17:22+00:00,@DiinoSaulo uhum! bom vou indo dormir flw mlk boa noite o/
2011-12-28 04:08:59+00:00,"@DiinoSaulo nao sei =/ mas no 2 semestre a gnt melhora, vai ser soh MB no #MelhorGrupo *-*"
2011-12-28 04:01:33+00:00,"@DiinoSaulo 3 =/ em TMI, LTT e APFQ"
2011-12-28 03:59:48+00:00,"@DiinoSaulo Aham, estava por nome... as notas do nosso grupo estavam parecidas."
2011-12-28 03:56:28+00:00,@DiinoSaulo Kkkkkk aconteceu a msm coisa cmg. A @pitwolinha q eh foda tirou MB com o Mr. Vaca kkk'
2011-12-28 03:51:32+00:00,@DiinoSaulo ?????? XD
2011-12-28 03:45:06+00:00,Hj eh niver do meu irmao... to vendo q vou zuar mto hj mwahahaha
2011-12-28 03:41:34+00:00,"@DiinoSaulo Kkkkkkkkk DM = Direct Message ( msg privada ) procura a aba ""mensagens"" no twitter xD"
2011-12-28 03:32:24+00:00,@DiinoSaulo Qr dizer q a @nelmapink eh sedentaria e n vai pra role nenhum kkk'. olha la t mandei uma DM
2011-12-28 03:25:14+00:00,@diinosaulo @beepontieri naruto *-* [2]
2011-12-28 03:23:57+00:00,@DiinoSaulo ta osso vei... e tbm @nelmapink + role = nao ha reacao xD
2011-12-28 03:21:08+00:00,@diinosaulo ow ja viu suas notas?
2011-12-28 03:19:57+00:00,@nelmapink @diinosaulo eaew saulo xD
2011-12-28 03:18:42+00:00,@beepontieri Pode deixar rs'
2011-12-28 03:16:15+00:00,@nelmapink =)
2011-12-28 03:09:07+00:00,@beepontieri Haha' se vc descobrir vc me conta?? #InsoniaBraba o.o
2011-12-28 03:05:56+00:00,@Lukaz006 Ela ainda ta com aquele chiado chato no amp...o kra da loja falou q era defeito d fabrica e disse q iria arrumar ou trocar p outra
2011-12-28 02:35:53+00:00,@Taxinhaaa DNA de violao ficou marcado xD
2011-12-28 02:34:14+00:00,"@nelmapink kkkkkk Logo logo vou poder encher vcs no msn, nao vou mais ficar caindo direto, meu pai arrumou um modem da tim pra por no pc *-*"
2011-12-28 02:32:14+00:00,Espero que o DNA dela nao esteja mutado ou desafinado ( innerjoke @taxinhaaa ) kkkkkkk
2011-12-28 02:29:16+00:00,Ainda tenho q buscar minha guitarra do conserto hj no centro... to c um animo otimo pra isso #IronicMode .-.
2011-12-28 02:27:08+00:00,@nelmapink Kkkkkkkkkkkk depois reclama q n faz nda d util nas ferias xD
2011-12-28 02:15:44+00:00,Nossa to c uma preguica de jantar .-.
2011-12-28 02:14:33+00:00,@nelmapink Sua sedentaria =)
2011-12-28 02:11:55+00:00,@nelmapink vc vai c a gnt quinta guria?? vc ta me devendo um abraco d aniversario lembra? kkk
2011-12-28 02:09:12+00:00,@renant29 uma amiga nossa aq da rua
2011-12-28 02:07:02+00:00,"@nelmapink @Renant29 kkkkkkk neh... ow o apelido da nelma sempre foi #PequenoAtomo ou #pequenoH, nao chaveirinho"
2011-12-28 01:54:16+00:00,@renant29 a aline chaveiro sim '-'
2011-12-28 01:51:46+00:00,"@Lukaz006 N sei, n vi eles hj =/"
2011-12-28 01:48:37+00:00,@Renant29 Ok
2011-12-28 01:47:37+00:00,@Lukaz006 O @Renant29 ainda soltou a franga na piscina #111 ... ainda bem q eu ja estava fora dela kkkkkkkkkk
2011-12-28 01:41:29+00:00,E nao eh q meu pai conseguiu msm desbloquear aquele modem maldito... agora a net nao vai mais ficar caindo toda hr por 50 centavos p dia kk'
2011-12-28 01:39:36+00:00,@Renant29 '-'
2011-12-28 01:39:03+00:00,@nelmapink kkkKkkkkkkkk nao me jogaram... eu q pulei antes q me jogassem u.u
2011-12-28 01:36:54+00:00,"@Lukaz006 ateh q nao, ela sabia q eu tava na sua csa entao ela supos q eu voltaria tarde xD"
2011-12-28 01:26:36+00:00,"Nao eh gripe, nem resfriado, nem sono, nem ressaca... e fiquei mal o dia todo .-."
2011-12-28 01:21:09+00:00,"@pitwolinha puts n tenho =( soh anotei algumas, tentei tirar uma foto da lista mas ela saiu toda embassada =/"
2011-12-27 23:31:27+00:00,@suuh_whit nothing else matters eh a melhor *-*
2011-12-27 23:01:58+00:00,@Lukaz006 eu tenho q admitir q foi kkkkkkkkkkkk
2011-12-27 19:54:26+00:00,Nao to me sentindo nem um pouco bem hj...
2011-12-27 16:27:04+00:00,Dormi demaiss .-.
2011-12-27 13:56:52+00:00,@KelSylva_ kkkkkkkk eu vi! ficou mto loko xD
2011-12-27 12:06:45+00:00,Niver ontem foi bizarro d++ Alem d tomar ovada e café (n tinha farinha O.o) ainda pulamos na piscina as 1 hr da madruga na csa do @Lukaz006
2011-12-27 12:01:37+00:00,@FloOrLeka kkkkkkkkkkkkk brigadoo Florr *--*
2011-12-27 12:00:37+00:00,@Julianaavanti kkkkkkkkkkk vlw juu td d bom pra vc tbm *-*
2011-12-26 18:09:11+00:00,@Taxinhaaa Eu tbm achei estranho isso O.o as notas de BPL e TQE estavam mto esquisitas
2011-12-26 18:06:57+00:00,Aee mudei o avatar... me livrei daquele desenho ridiculo da @julianaavanti #FaloMemo adhuasdhuashduad
2011-12-26 17:49:06+00:00,@Taxinhaaa Vlw natacha *-*
2011-12-26 16:37:16+00:00,@WonderlandLivia Vlw alice *-*
2011-12-26 16:25:03+00:00,@crazyroslaine Blz soh vou almocar aq e to indo ai... o @renant29 ta aq tbm
2011-12-26 16:15:24+00:00,"@crazyroslaine sim, depois do almoco... vc ta na csa do boi?"
2011-12-26 16:10:21+00:00,@crazyroslaine Ta em csa?
2011-12-26 13:30:35+00:00,Nossa custei pra levantar da casa hj o.o
2011-12-26 04:10:45+00:00,@crazyroslaine kkkkkkkkkkkk vlw =D
2011-12-26 04:09:02+00:00,*-* vlw @beepontieri =)
2011-12-26 02:18:19+00:00,Haha' niver hj agora sou de maior... fodeu posso ser preso xD
2011-12-26 02:15:03+00:00,@crazyroslaine blz ^^
2011-12-26 01:49:31+00:00,@crazyroslaine Aham =) vcs vao vir q hrs +-?
2011-12-26 01:34:58+00:00,@crazyroslaine Guitarra *-*
2011-12-26 01:34:18+00:00,@crazyroslaine Kkkkk omg agora fiquei com medoo O.o podem vir sim mas sem ovo pf Y.Y
2011-12-26 01:14:35+00:00,Ja toquei aerials umas 50 vezes hj o.o
2011-12-26 01:12:42+00:00,@crazyroslaine vai fzr o q amanha?
2011-12-26 01:07:05+00:00,Ganhei bolachinhas de natal (innerjoke) kkkkkkkkk
2011-12-25 20:57:51+00:00,To brisando mto c a guitarra! lol
2011-12-25 20:51:19+00:00,@julianaavanti *-*
2011-12-25 03:34:35+00:00,Quando eu entrar no pc eu tiro esse avatar horroroso kkkkk
2011-12-25 03:31:20+00:00,@jhoy_x Blz... to curioso =)
2011-12-25 03:28:37+00:00,Ganhei uma nova filha de natal hahaha'
2011-12-25 03:24:05+00:00,Amanha ja vou ser de maior haha' #GrandeMerda xD
2011-12-25 03:23:27+00:00,@julianaavanti e o meu presente? ainda qro meu mupy haha' xD
2011-12-25 03:22:29+00:00,Feliz natal pessoal!
2011-12-25 03:19:53+00:00,@nelmapink @beepontieri @taxinhaaa @suuh_whit @diinosaulo @clayton020 @samuninja @_larigoncalves @WonderlandLivia @pitwolinha Feliz natal!!!
2011-12-24 18:12:16+00:00,Não sabia que tinha como montar acustico de evanescence... curti \o/
2011-12-24 18:10:18+00:00,@Renant29 O senji eh mais loko haha' soh n sei como eles conseguiram enfiar 5 edições de manga em 12 episodios... se conseguiram .-.
2011-12-24 18:07:27+00:00,Aff desafio dos 50 dias no face?? Ja enjoei logo no 2º desafio duhsahduashud #SouFracoMSM
2011-12-24 18:04:12+00:00,@Renant29 O Senji eh mto fodaaaa 66'
2011-12-24 17:55:57+00:00,@Renant29 Não... n to assistindo soh to lendo =)
2011-12-24 17:47:54+00:00,@Renant29 O anime para na parte na morte do genkaku ou tem mais pela frente?
2011-12-24 17:46:48+00:00,@suuh_whit MB em TQE e em BPL e nas outras B... parabens =)
2011-12-24 14:57:15+00:00,Deadman Wonderland está cada vez mais sinistro! Melhor Manga *-*
2011-12-24 14:56:42+00:00,Q calor do cãooo .-.
2011-12-24 14:55:50+00:00,"@Taxinhaaa nachataa, DM =)"
2011-12-24 13:25:35+00:00,'-'
2011-12-24 03:43:54+00:00,@pitwolinha @beepontieri me passa seus msns? achei q tinha aq =(
2011-12-24 03:31:22+00:00,@pitwolinha n tenho... a foto saiu embaçada aq =(
2011-12-24 03:15:31+00:00,@Renant29 Mano na galeria hj foi tenso depois t conto O.o
2011-12-24 03:15:14+00:00,@Renant29 kkkkkkkkkkkk eh qse isso xD
2011-12-24 03:13:01+00:00,@pitwolinha @beepontieri kkkkkkk eh nozes no 2QT *-*
2011-12-24 03:07:00+00:00,Aff net lixooo
2011-12-24 03:05:09+00:00,@pitwolinha Alias d td mundo nao soh peguei algumas =p
2011-12-24 03:03:54+00:00,"@pitwolinha aham =) vc tbm arrebentou MB em TQE, TMI e SICO e as outras B! Parabens garota o/"
2011-12-24 03:00:15+00:00,@beepontieri haha' achei aq! MB em BPL e TMI! As outras foram td B! Parabens =)
2011-12-24 02:39:46+00:00,@beepontieri puts o seu esqueci d marcar... mas bati foto da lista soh n to achando o usb aq vou procurar d novo &gt
2011-12-24 02:34:21+00:00,"@pitwolinha @suuh_whit Os poucos q foram assistir o tcc no tecnico, e vcs duas, tiraram MB em TQE.... achei q tinhamos perdido materia xD"
2011-12-23 21:44:57+00:00,"Kkkkkk ganhei o dia, msm com #maisbriga aq no trampo .-."
2011-12-23 21:43:35+00:00,@jhoy_x kkkkkkkk depois vou qrer ver!
2011-12-23 21:29:08+00:00,<--- esse avatar ateh q tah durando... alguem vai estar me devendo um mupy haha'
2011-12-23 21:28:05+00:00,@Jhoy_x q tatoo vc vai fzr?? o/
2011-12-23 21:11:48+00:00,E que venha o 2QT *-* !!
2011-12-23 21:09:48+00:00,"Tirei uma foto das notas do tecnico... vou postar no email da sala ( soh n sei se a foto ta boa, a camera eh uma merda ahuahuahua )"
2011-12-23 20:53:38+00:00,@DiinoSaulo Pq n foi?
2011-12-23 20:42:57+00:00,Caraca q doidera... isso nunca mais vai acontecer de novo... #GaleriaDoRock ta o fluxo ahuahuahuahua
